id,first_name,last_name,gender,drop_out,grade,age,class,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1639,James,Compton,male,FALSE,2,47,Doctor,90,90,93,87,93,99,100
1640,David,Bates,male,FALSE,1,11,Data Science,69,78,80,60,76,86,96
1641,Stephanie,Green,female,FALSE,2,29,Software Engineer,89,90,72,98,96,84,87
1642,Garrett,Nichols,male,FALSE,2,14,Software Engineer,86,99,90,61,66,96,87
1643,Erica,Lopez,female,FALSE,5,4,Artist,80,61,89,98,73,90,88
1644,Lisa,Benitez,female,FALSE,4,15,Software Engineer,93,77,85,95,60,99,67
1645,Cheryl,Gutierrez,female,FALSE,5,32,Software Engineer,87,91,86,96,65,77,83
1646,Stephen,Hawkins,male,FALSE,7,33,Stock Investor,86,88,96,86,87,99,80
1647,Natalie,Williams,female,FALSE,4,29,Software Engineer,87,80,97,98,91,64,97
1648,Anthony,Arnold,male,FALSE,2,31,Lawyer,96,83,97,100,85,92,69
1649,Deanna,Coleman,female,FALSE,5,29,Lawyer,90,89,70,90,83,82,87
1650,Lisa,Barber,female,TRUE,5,0,Business Owner,89,65,65,91,76,91,92
1651,Stephanie,Miller,female,TRUE,6,1,Business Owner,98,62,75,72,81,73,93
1652,Amy,White,female,FALSE,3,42,Doctor,99,100,87,96,93,92,88
1653,Beverly,Chavez,female,TRUE,9,2,Business Owner,99,65,100,93,91,60,83
1654,Richard,Cortez,male,FALSE,3,1,Real Estate Developer,55,81,72,100,87,85,94
1655,Kevin,Morgan,male,FALSE,1,11,Government Officer,86,87,64,74,60,89,84
1656,Emily,Hebert,female,TRUE,4,18,Software Engineer,89,65,60,70,86,62,74
1657,Lori,Roberts,female,FALSE,2,35,Software Engineer,94,97,90,93,85,95,92
1658,Robert,Kirby,male,FALSE,1,1,Game Developer,85,61,100,75,70,89,80
1659,Eric,Ross,male,TRUE,0,12,Data Science,78,70,90,68,90,87,77
1660,Rachael,Perry,female,FALSE,2,21,Banker,75,67,64,80,79,77,80
1661,Kenneth,Gallagher,male,FALSE,2,18,Construction Engineer,82,61,89,88,74,78,72
1662,Thomas,Scott,male,TRUE,6,5,Business Owner,41,53,64,62,79,50,65
1663,Elizabeth,Jones,female,FALSE,5,2,Business Owner,44,79,83,50,52,79,96
1664,Matthew,Bartlett,male,FALSE,5,27,Lawyer,81,94,61,86,72,97,82
1665,Kendra,Perez,female,TRUE,6,18,Banker,77,90,74,65,100,76,80
1666,Daniel,Brewer,male,FALSE,2,28,Software Engineer,97,97,70,94,66,83,66
1667,Cody,Tyler,male,FALSE,5,1,Business Owner,66,83,79,65,57,61,86
1668,Nicholas,Conrad,male,FALSE,7,42,Doctor,91,96,96,90,97,85,98
1669,Emma,Morris,female,FALSE,8,21,Accountant,76,84,95,66,84,74,64
1670,David,Brown,male,FALSE,4,31,Software Engineer,97,93,60,90,85,72,83
1671,Charlotte,Zuniga,female,FALSE,8,34,Lawyer,83,94,93,62,92,98,94
1672,Luis,Knight,male,FALSE,1,5,Real Estate Developer,98,83,93,73,100,82,81
1673,Matthew,Moore,male,FALSE,3,46,Doctor,91,88,88,91,85,95,88
1674,Jennifer,Chan,female,FALSE,3,9,Government Officer,82,84,93,89,88,76,98
1675,Christopher,Evans,male,FALSE,5,26,Lawyer,77,86,62,85,72,98,90
1676,Tara,Haynes,female,FALSE,3,31,Software Engineer,95,98,76,61,87,72,100
1677,Jason,Flores,male,FALSE,4,27,Writer,80,76,71,62,92,99,77
1678,David,Flores,male,TRUE,7,28,Software Engineer,89,79,97,61,64,79,72
1679,Patricia,Rivera,female,FALSE,3,5,Government Officer,69,87,91,82,86,77,80
1680,Alexis,Freeman,female,FALSE,2,4,Business Owner,76,72,58,66,66,62,60
1681,Scott,Baxter,male,FALSE,1,33,Doctor,85,97,95,97,98,84,94
1682,Kyle,Rubio,male,FALSE,3,16,Banker,79,100,72,89,68,99,76
1683,Nancy,Montes,female,FALSE,1,15,Teacher,85,76,63,62,74,82,96
1684,Andre,Graham,male,FALSE,7,10,Government Officer,78,69,87,93,83,94,75
1685,Christine,Rivera,female,FALSE,0,18,Data Science,62,91,86,88,80,62,75
1686,William,Holt,male,FALSE,1,12,Stock Investor,93,86,61,71,98,79,87
1687,Tammy,Morris,female,FALSE,3,25,Banker,94,76,100,60,80,94,61
1688,Kimberly,Bates,female,FALSE,3,23,Banker,95,83,94,83,75,99,75
1689,Sheena,Murphy,female,FALSE,6,8,Real Estate Developer,81,67,93,65,87,84,79
1690,Robert,Mccall,male,FALSE,4,32,Accountant,87,100,60,99,45,73,86
1691,Julie,Floyd,female,TRUE,10,0,Business Owner,55,86,54,78,55,60,88
1692,Barry,Taylor,male,FALSE,8,0,Business Owner,77,71,68,53,70,72,69
1693,Dennis,Gonzalez,male,FALSE,1,6,Stock Investor,82,79,60,80,65,64,71
1694,Angel,Williams,male,FALSE,6,5,Artist,81,97,88,81,63,88,67
1695,Ronald,Palmer,male,FALSE,0,16,Software Engineer,99,70,86,61,70,90,66
1696,Dustin,Stanley,male,FALSE,5,4,Real Estate Developer,87,77,64,84,84,94,80
1697,Jennifer,Lewis,female,TRUE,8,2,Business Owner,94,62,100,87,91,89,93
1698,Mark,Gardner,male,FALSE,2,35,Data Science,98,92,91,89,95,92,90
1699,Laura,Barber,female,FALSE,2,34,Lawyer,97,89,76,61,91,91,70
1700,Nicole,Weeks,female,FALSE,1,7,Designer,83,81,70,90,73,89,87
1701,Ricky,Walker,male,FALSE,0,14,Construction Engineer,92,92,92,66,90,68,66
1702,Whitney,Walls,female,FALSE,1,24,Doctor,100,74,80,84,85,82,74
1703,Catherine,May,female,FALSE,4,25,Software Engineer,86,69,79,85,63,82,77
1704,Joel,Williams,male,FALSE,8,3,Business Owner,48,80,73,67,84,99,83
1705,Daisy,Ellis,female,TRUE,7,0,Business Owner,69,56,71,84,52,71,88
1706,Deborah,Miller,female,FALSE,2,33,Data Science,73,84,97,64,87,82,70
1707,David,Hoffman,male,FALSE,3,12,Data Science,82,81,78,95,60,88,72
1708,Rebecca,Pearson,female,FALSE,3,1,Artist,90,96,89,88,94,73,77
1709,Mitchell,Walker,male,FALSE,5,19,Stock Investor,85,66,61,85,75,94,76
1710,James,Sherman,male,FALSE,2,2,Designer,82,73,64,95,87,73,99
1711,Justin,Johnson,male,FALSE,4,3,Game Developer,80,61,96,89,96,61,80
1712,Brenda,Morales,female,FALSE,10,1,Business Owner,41,53,98,67,61,83,97
1713,Jesse,Melton,male,FALSE,1,48,Doctor,99,93,88,92,99,94,95
1714,Jon,Mendoza,male,FALSE,2,32,Lawyer,95,95,92,61,63,81,100
1715,Samantha,Anderson,female,FALSE,6,1,Data Science,76,69,100,88,65,96,70
1716,Lindsay,Love,female,FALSE,1,22,Doctor,91,92,81,98,88,76,99
1717,John,Benson,male,FALSE,5,16,Banker,98,75,69,65,67,79,72
1718,Isaiah,Cruz,male,TRUE,6,15,Construction Engineer,90,71,93,73,80,78,69
1719,Brian,Baker,male,FALSE,3,26,Software Engineer,85,68,73,94,88,86,77
1720,Joshua,Dillon,male,FALSE,5,46,Doctor,100,97,94,87,89,91,100
1721,Christopher,Stephens,male,TRUE,4,31,Scientist,77,81,80,95,80,74,80
1722,Kimberly,Shaw,female,FALSE,10,4,Business Owner,92,98,60,74,63,89,80
1723,Colleen,Vargas,female,FALSE,9,5,Business Owner,53,87,60,94,93,65,88
1724,Mark,Mathews,male,FALSE,6,21,Accountant,79,74,78,97,87,85,79
1725,Teresa,Lopez,female,FALSE,2,26,Designer,85,89,72,80,99,94,90
1726,Laura,Allen,female,FALSE,1,3,Artist,99,85,60,81,75,78,78
1727,Lisa,Sosa,female,FALSE,1,11,Banker,99,91,73,77,81,75,90
1728,Drew,Nelson,male,FALSE,6,5,Business Owner,65,68,74,50,98,60,83
1729,Kimberly,Brooks,female,FALSE,8,19,Software Engineer,94,83,72,63,65,63,74
1730,Carla,Lopez,female,TRUE,7,3,Business Owner,73,52,89,85,74,66,79
1731,Keith,Smith,male,TRUE,5,15,Software Engineer,85,76,61,93,98,87,67
1732,Eric,Erickson,male,FALSE,4,32,Lawyer,87,82,74,77,100,93,65
1733,Juan,Baker,male,TRUE,5,4,Business Owner,77,58,90,72,75,88,90
1734,Kyle,Harrison,male,FALSE,1,31,Scientist,85,60,92,92,85,62,84
1735,Duane,Meyers,male,FALSE,2,19,Software Engineer,91,69,90,76,79,80,82
1736,Marissa,May,female,FALSE,1,16,Software Engineer,86,96,83,78,71,78,75
1737,Shane,Lopez,male,FALSE,1,29,Lawyer,78,80,72,65,90,99,95
1738,Eric,Obrien,male,FALSE,3,26,Lawyer,71,92,92,96,81,81,85
1739,Kevin,Joyce,male,TRUE,4,27,Lawyer,72,85,92,83,84,96,81
1740,Thomas,Ward,male,FALSE,3,35,Software Engineer,88,92,88,100,89,94,87
1741,Toni,Smith,female,FALSE,5,26,Data Science,68,100,94,69,93,64,93
1742,Caitlin,Moody,female,TRUE,2,28,Doctor,81,75,94,93,87,77,67
1743,Justin,Ryan,male,TRUE,1,32,Banker,92,69,92,91,82,89,69
1744,Joseph,Griffin,male,FALSE,0,33,Accountant,84,64,82,81,85,84,89
1745,Dawn,Fox,female,FALSE,2,18,Stock Investor,89,60,82,90,96,67,68
1746,David,Ochoa,male,FALSE,1,18,Software Engineer,94,66,84,92,71,81,99
1747,Bonnie,Brown,female,FALSE,1,9,Data Science,64,89,91,99,60,98,93
1748,Michael,Evans,male,TRUE,5,25,Stock Investor,81,88,85,90,93,62,96
1749,Molly,Meadows,female,FALSE,1,18,Teacher,80,93,89,79,89,93,100
1750,Dana,Peters,female,FALSE,4,3,Data Science,75,65,66,79,91,82,72
1751,Patricia,Phelps,female,FALSE,4,34,Lawyer,87,90,98,90,83,94,84
1752,Maria,Jones,female,FALSE,7,4,Business Owner,58,50,73,54,94,51,74
1753,Anthony,Johns,male,FALSE,3,14,Government Officer,60,90,87,91,78,77,82
1754,David,Schmidt,male,TRUE,5,8,Real Estate Developer,91,70,88,68,88,63,68
1755,Amanda,Cox,female,FALSE,3,35,Scientist,95,97,89,97,99,85,92
1756,William,Patterson,male,FALSE,3,2,Artist,70,100,92,73,67,68,76
1757,Sydney,Wood,female,FALSE,2,27,Lawyer,76,100,94,81,60,85,73
1758,Donald,Fischer,male,FALSE,5,20,Accountant,79,65,78,65,57,99,92
1759,Anthony,Palmer,male,FALSE,4,21,Software Engineer,92,96,92,63,73,60,81
1760,Christina,Garcia,female,FALSE,5,6,Government Officer,89,73,71,97,78,99,60
1761,Misty,Anderson,female,FALSE,3,18,Banker,85,95,77,71,75,95,94
1762,Shannon,Weber,female,FALSE,2,7,Real Estate Developer,92,66,88,91,61,84,69
1763,Jennifer,Palmer,female,FALSE,2,24,Software Engineer,87,63,79,81,95,75,64
1764,Michael,Arnold,male,FALSE,5,21,Accountant,77,77,97,66,87,73,75
1765,James,Hernandez,male,FALSE,10,2,Business Owner,73,56,59,62,58,83,80
1766,Erin,Cannon,female,TRUE,0,34,Lawyer,91,85,81,93,100,87,77
1767,Nicole,Lee,female,FALSE,7,0,Business Owner,76,96,89,83,78,54,61
1768,Jacob,Ross,male,FALSE,4,17,Software Engineer,86,70,94,96,74,67,60
1769,Morgan,Cisneros,female,FALSE,5,10,Banker,81,77,88,92,65,92,87
1770,Amber,Stuart,female,FALSE,4,35,Lawyer,98,88,88,89,90,90,90
1771,Tyler,Griffin,male,FALSE,3,27,Software Engineer,88,67,96,70,66,76,71
1772,Daniel,Gonzalez,male,FALSE,2,30,Scientist,85,83,94,100,89,68,89
1773,Joseph,Jones,male,FALSE,2,35,Lawyer,90,89,96,94,100,88,85
1774,Jessica,Hampton,female,TRUE,5,5,Game Developer,97,83,93,67,85,63,66
1775,Deborah,Butler,female,FALSE,6,10,Government Officer,78,84,71,93,78,78,87
1776,Julie,Black,female,TRUE,8,1,Business Owner,53,98,90,81,61,65,93
1777,Bryan,Dorsey,male,TRUE,10,0,Business Owner,77,53,92,98,56,53,93
1778,Chad,Gomez,male,TRUE,3,30,Lawyer,97,88,94,75,66,91,64
1779,Andrew,Clark,male,FALSE,4,3,Business Owner,88,100,58,59,96,64,87
1780,Brian,Wright,male,FALSE,3,18,Construction Engineer,98,67,80,68,80,88,85
1781,Jessica,Smith,female,TRUE,8,0,Business Owner,92,78,78,85,94,94,73
1782,Thomas,Brooks,male,TRUE,5,15,Software Engineer,92,92,74,96,95,77,76
1783,Kimberly,Knox,female,TRUE,3,43,Doctor,86,99,87,88,99,89,86
1784,Jamie,Mccarthy,male,FALSE,5,16,Designer,91,69,97,76,97,81,86
1785,Kristen,Werner,female,FALSE,3,23,Accountant,92,75,100,78,32,84,69
1786,Jonathan,Weiss,male,FALSE,2,2,Game Developer,82,75,93,67,69,65,74
1787,Renee,Smith,female,FALSE,1,34,Lawyer,99,81,92,86,65,99,79
1788,Tony,Hopkins,male,TRUE,2,34,Software Engineer,95,90,65,84,86,88,94
1789,Thomas,Buckley,male,FALSE,3,18,Software Engineer,100,93,99,65,72,79,88
1790,Debra,Evans,female,FALSE,5,21,Data Science,79,86,84,84,63,82,94
1791,Richard,Bell,male,TRUE,3,3,Business Owner,80,95,96,96,94,84,93
1792,Katelyn,Watkins,female,FALSE,4,31,Doctor,93,81,88,90,89,95,81
1793,Michele,Stout,female,FALSE,5,17,Software Engineer,95,75,79,79,93,85,71
1794,Lisa,Estes,female,FALSE,0,10,Banker,81,92,76,81,73,92,63
1795,Casey,Hall,female,FALSE,1,5,Designer,75,88,63,64,84,74,72
1796,Joshua,Cole,male,FALSE,4,8,Stock Investor,80,69,70,60,71,60,89
1797,Andrew,Jackson,male,FALSE,4,3,Business Owner,52,81,62,77,74,91,92
1798,Karen,Rodriguez,female,FALSE,3,30,Doctor,95,94,82,87,93,93,90
1799,Sara,Johnson,female,FALSE,2,20,Accountant,99,70,97,93,87,90,88
1800,Alyssa,Costa,female,TRUE,5,25,Software Engineer,85,87,68,74,74,85,68
1801,Daniel,Poole,male,FALSE,4,23,Construction Engineer,96,89,86,84,64,60,66
1802,Ricardo,Juarez,male,FALSE,7,3,Game Developer,91,63,86,81,90,98,63
1803,Tony,Castillo,male,TRUE,1,24,Software Engineer,89,82,76,92,97,66,60
1804,Brian,Kelly,male,FALSE,1,37,Doctor,98,87,96,89,100,85,91
1805,Tyler,Moore,male,FALSE,2,28,Data Science,100,82,72,97,74,75,81
1806,Sharon,Martinez,female,FALSE,2,5,Business Owner,75,71,68,91,79,62,94
1807,Mary,Malone,female,FALSE,3,6,Real Estate Developer,74,63,74,63,78,90,83
1808,Rebecca,Huang,female,FALSE,7,40,Doctor,85,99,87,85,91,88,90
1809,Alan,Santos,male,FALSE,3,35,Data Science,86,87,97,92,85,99,86
1810,Martin,Duran,male,FALSE,4,34,Doctor,91,71,99,96,85,79,74
1811,Christopher,Gutierrez,male,FALSE,2,24,Software Engineer,90,76,100,73,90,64,86
1812,Brandy,Maldonado,female,FALSE,6,35,Scientist,91,91,92,95,98,91,85
1813,Brenda,Sanders,female,TRUE,6,0,Business Owner,80,83,93,81,95,87,61
1814,Drew,Mccann,male,FALSE,1,35,Doctor,95,89,92,87,95,86,93
1815,Joshua,Ayala,male,FALSE,5,18,Data Science,94,97,69,81,100,68,68
1816,Tina,Rose,female,TRUE,1,1,Business Owner,54,55,50,100,77,61,78
1817,William,Khan,male,FALSE,2,16,Construction Engineer,87,80,85,60,96,81,83
1818,William,Avery,male,FALSE,5,28,Software Engineer,100,75,72,79,61,94,82
1819,John,Fuller,male,FALSE,3,14,Government Officer,93,99,72,79,83,87,73
1820,Jeremy,Coleman,male,FALSE,3,25,Doctor,99,70,89,86,92,65,64
1821,Laura,Wright,female,FALSE,2,16,Banker,99,99,90,63,63,77,60
1822,David,Luna,male,FALSE,4,28,Stock Investor,76,80,89,74,61,86,93
1823,Christopher,Jensen,male,FALSE,0,15,Software Engineer,92,100,83,74,73,66,83
1824,Luis,Little,male,FALSE,10,46,Doctor,100,93,88,98,99,89,95
1825,Joseph,Garcia,male,FALSE,2,34,Lawyer,89,97,77,90,93,87,90
1826,Michael,York,male,FALSE,2,27,Lawyer,97,81,71,77,90,86,80
1827,Debbie,Landry,female,TRUE,4,28,Doctor,99,63,97,90,99,99,100
1828,Michael,Gordon,male,FALSE,3,33,Scientist,100,63,96,95,92,76,88
1829,Melissa,Harris,female,FALSE,5,12,Banker,86,87,72,66,94,78,94
1830,Jonathon,Wilson,male,FALSE,0,27,Lawyer,77,99,94,81,80,87,98
1831,Margaret,Santos,female,FALSE,1,15,Government Officer,86,96,67,76,74,66,69
1832,Hailey,Arroyo,female,FALSE,1,3,Real Estate Developer,75,64,98,65,88,65,71
1833,Steven,Webster,male,FALSE,2,26,Lawyer,94,93,92,67,61,85,94
1834,Tina,Harrison,female,FALSE,1,35,Designer,94,88,87,97,93,86,94
1835,Andrew,Nunez,male,FALSE,1,20,Banker,89,92,75,85,65,81,69
1836,Renee,Cruz,female,FALSE,3,14,Writer,89,73,96,84,96,98,77
1837,Victoria,Taylor,female,FALSE,2,24,Software Engineer,89,82,83,62,66,86,90
1838,Joseph,Dixon,male,FALSE,2,8,Government Officer,81,78,82,83,63,85,75
1839,Heather,Gutierrez,female,FALSE,3,19,Data Science,93,73,67,100,63,92,86
1840,Cynthia,Hodges,female,FALSE,10,2,Business Owner,79,95,70,92,63,57,67
1841,Danielle,Kelley,female,FALSE,2,29,Data Science,97,86,72,81,85,70,72
1842,Michael,Mccall,male,FALSE,1,14,Banker,78,66,92,61,98,76,99
1843,Dylan,Edwards,male,FALSE,4,19,Accountant,83,60,95,68,33,62,73
1844,Franklin,Riley,male,FALSE,0,29,Stock Investor,86,95,61,96,89,99,84
1845,Caitlin,Duncan,female,FALSE,1,2,Artist,87,78,74,75,95,69,99
1846,Robin,Reeves,female,FALSE,6,25,Lawyer,81,82,69,94,88,95,84
1847,Rebecca,Gibbs,female,FALSE,0,6,Government Officer,83,73,83,66,93,68,89
1848,Peter,Santos,male,FALSE,2,11,Banker,81,85,91,94,97,93,65
1849,Daryl,Arnold,male,FALSE,1,4,Designer,65,95,89,96,78,85,80
1850,Michael,Davis,male,FALSE,2,33,Lawyer,83,91,76,71,82,82,79
1851,Leslie,Cox,female,FALSE,3,22,Doctor,98,79,87,86,98,85,85
1852,Jamie,Carter,female,FALSE,0,34,Doctor,83,84,91,84,85,91,92
1853,Shane,Payne,male,FALSE,1,22,Software Engineer,85,60,85,76,90,75,93
1854,Kimberly,Haley,female,FALSE,10,5,Business Owner,68,66,82,63,91,67,89
1855,George,Duran,male,FALSE,1,11,Government Officer,86,82,60,65,83,69,78
1856,Donald,Carney,male,FALSE,1,12,Government Officer,83,87,87,80,81,79,98
1857,Michelle,Brown,female,FALSE,2,35,Data Science,92,92,99,87,100,88,97
1858,Elizabeth,Hawkins,female,FALSE,0,6,Real Estate Developer,91,66,91,62,70,87,90
1859,Johnny,Gomez,male,FALSE,9,0,Business Owner,53,95,87,60,68,74,68
1860,Christopher,Mcconnell,male,FALSE,2,26,Lawyer,73,85,80,64,69,95,64
1861,Kyle,Rodriguez,male,FALSE,0,19,Banker,97,95,91,97,96,90,67
1862,Rhonda,Cook,female,FALSE,0,3,Government Officer,91,97,72,62,86,78,72
1863,Nathan,Fitzpatrick,male,FALSE,1,14,Banker,91,65,75,60,93,79,82
1864,John,Mitchell,male,FALSE,9,12,Writer,81,72,87,84,97,94,89
1865,Billy,Compton,male,FALSE,1,18,Software Engineer,92,99,100,64,100,65,99
1866,Richard,Chavez,male,FALSE,5,4,Business Owner,85,53,95,76,61,88,82
1867,Victor,Andrade,male,FALSE,1,34,Construction Engineer,83,60,80,92,84,60,70
1868,Gregory,Lee,male,FALSE,2,21,Data Science,92,85,78,87,64,79,74
1869,Alexandra,Blackburn,female,FALSE,3,5,Real Estate Developer,80,88,94,60,65,63,91
1870,Kristopher,Murray,male,FALSE,1,16,Accountant,87,81,69,82,70,62,66
1871,Wanda,Pearson,female,FALSE,0,31,Scientist,88,61,95,91,99,64,90
1872,Denise,Rose,female,TRUE,6,1,Business Owner,41,83,54,87,97,65,69
1873,Andrew,Reed,male,FALSE,3,35,Banker,87,93,88,97,91,88,88
1874,David,Castro,male,FALSE,1,41,Doctor,89,95,97,99,87,90,91
1875,Tim,Duncan,male,TRUE,5,1,Business Owner,89,53,77,96,76,63,90
1876,Joshua,Walker,male,FALSE,2,6,Real Estate Developer,53,97,81,86,71,87,78
1877,Julie,Rogers,female,FALSE,3,30,Scientist,92,88,99,92,89,66,76
1878,Gina,Gilbert,female,FALSE,3,32,Banker,85,84,66,66,78,98,69
1879,Miguel,Nicholson,male,FALSE,2,18,Software Engineer,89,67,93,83,65,94,67
1880,Daniel,Murray,male,FALSE,1,2,Business Owner,98,92,82,56,71,79,89
1881,Lauren,Ellis,female,FALSE,5,5,Business Owner,66,52,71,76,67,72,60
1882,Bridget,Martin,female,FALSE,2,32,Lawyer,90,96,95,80,93,95,67
1883,Maureen,Hart,female,TRUE,2,18,Teacher,84,93,74,76,95,90,64
1884,Sabrina,Davis,female,FALSE,7,27,Lawyer,88,81,73,70,60,95,68
1885,Richard,Davis,male,FALSE,3,9,Data Science,66,61,97,61,60,61,98
1886,Angela,Koch,female,FALSE,2,15,Teacher,86,63,82,61,96,98,83
1887,William,Smith,male,FALSE,9,1,Business Owner,60,72,66,95,67,78,94
1888,Catherine,Coffey,female,FALSE,10,2,Business Owner,41,59,69,70,100,65,72
1889,Christopher,Pace,male,FALSE,2,31,Software Engineer,94,62,66,95,66,64,62
1890,Rachel,Reeves,female,FALSE,3,2,Artist,64,69,79,89,72,64,82
1891,Jillian,Arroyo,female,TRUE,4,2,Game Developer,99,97,87,93,79,83,94
1892,Patricia,Douglas,female,TRUE,6,5,Business Owner,46,53,92,71,90,76,81
1893,Brandon,Butler,male,FALSE,1,21,Software Engineer,89,87,81,67,93,98,68
1894,Erica,Valdez,female,FALSE,6,12,Designer,83,79,87,66,78,93,82
1895,Alexis,Byrd,female,TRUE,5,0,Business Owner,51,55,87,51,77,87,65
1896,James,Simpson,male,FALSE,5,26,Accountant,79,90,82,92,70,60,80
1897,Robert,Campbell,male,FALSE,3,15,Accountant,97,73,64,95,71,68,78
1898,Nicole,Smith,female,TRUE,1,14,Accountant,100,68,85,85,62,63,92
1899,Patricia,Porter,female,FALSE,6,9,Teacher,70,99,60,79,71,79,75
1900,Brian,Chan,male,FALSE,2,19,Data Science,70,66,90,74,100,96,81
1901,Katherine,Norman,female,FALSE,7,17,Teacher,67,80,86,98,83,82,76
1902,Pamela,Gomez,female,FALSE,3,9,Real Estate Developer,71,95,72,88,89,78,67
1903,Amy,Morrow,female,FALSE,5,14,Banker,87,64,68,60,81,75,67
1904,Luke,Hernandez,male,FALSE,1,3,Game Developer,80,79,94,74,83,83,61
1905,Roberto,Rodriguez,male,TRUE,9,22,Software Engineer,94,80,72,90,60,78,94
1906,Carla,Jackson,female,FALSE,3,10,Real Estate Developer,83,91,82,93,71,80,85
1907,Aaron,Allen,male,TRUE,1,1,Business Owner,63,69,57,60,80,92,62
1908,Wendy,Burch,female,FALSE,0,10,Data Science,93,78,72,66,73,76,68
1909,Sarah,Hansen,female,FALSE,2,36,Doctor,94,100,95,92,95,88,88
1910,Amy,Dominguez,female,FALSE,3,34,Software Engineer,99,75,87,76,95,99,67
1911,Mark,Jacobs,male,FALSE,3,32,Doctor,82,98,100,100,100,64,87
1912,Melissa,Mendoza,female,FALSE,2,28,Software Engineer,95,82,100,60,77,95,80
1913,Bethany,Thomas,female,TRUE,10,3,Business Owner,55,92,59,78,61,83,60
1914,Michael,Webb,male,FALSE,2,32,Software Engineer,90,90,82,64,75,82,93
1915,Gregory,Cole,male,FALSE,2,4,Business Owner,46,77,90,78,66,76,86
1916,Jeffrey,Miller,male,FALSE,2,21,Accountant,91,100,98,96,66,87,65
1917,Rebecca,Castillo,female,FALSE,1,22,Writer,72,100,78,100,98,92,97
1918,Amanda,Green,female,FALSE,4,28,Banker,79,87,98,87,99,94,88
1919,Joseph,Hess,male,FALSE,3,35,Construction Engineer,85,90,96,95,95,88,90
1920,Kyle,Novak,male,FALSE,1,35,Lawyer,100,87,85,90,92,99,94
1921,Kara,Coleman,female,FALSE,4,16,Banker,96,70,65,63,97,97,98
1922,Daniel,Martin,male,FALSE,1,20,Banker,85,96,71,67,98,92,91
1923,Andrea,Richards,female,FALSE,4,27,Software Engineer,90,82,98,61,92,67,80
1924,Sydney,Clay,female,FALSE,6,14,Banker,94,96,94,99,67,98,67
1925,Jeremy,Tran,male,FALSE,1,35,Construction Engineer,98,85,100,94,93,92,94
1926,Michael,Hayden,male,TRUE,6,2,Business Owner,62,54,77,60,74,62,76
1927,Antonio,Beasley,male,FALSE,4,3,Artist,63,97,80,84,90,63,64
1928,Michelle,Lopez,female,FALSE,2,32,Lawyer,72,95,71,74,84,97,66
1929,Catherine,Brooks,female,TRUE,6,33,Software Engineer,94,90,79,69,100,72,98
1930,Anita,Gonzalez,female,FALSE,2,24,Banker,99,84,94,76,62,79,67
1931,James,Hudson,male,FALSE,2,5,Data Science,81,91,85,64,82,90,94
1932,Alicia,Rodriguez,female,FALSE,5,8,Teacher,61,100,85,99,65,79,86
1933,Tracy,Martinez,female,FALSE,2,8,Teacher,68,95,76,97,91,78,71
1934,Christopher,Montgomery,male,FALSE,0,21,Data Science,64,74,79,72,74,65,95
1935,Sherri,Cruz,female,FALSE,1,6,Government Officer,66,94,67,79,64,89,75
1936,Elizabeth,Adams,female,TRUE,0,15,Software Engineer,100,95,72,77,66,68,76
1937,Melissa,Simmons,female,TRUE,1,12,Government Officer,74,86,70,94,71,70,63
1938,Carol,Ramos,female,FALSE,6,1,Artist,96,66,76,71,94,72,86
1939,Michael,Adams,male,FALSE,2,14,Software Engineer,90,92,95,88,88,85,92
1940,Michael,Wilson,male,FALSE,3,26,Accountant,92,86,61,78,56,68,85
1941,Matthew,Gonzalez,male,TRUE,1,31,Doctor,99,78,99,88,96,96,90
1942,Lisa,Palmer,female,FALSE,4,5,Data Science,63,68,91,82,90,86,75
1943,Andrew,Olson,male,FALSE,2,28,Accountant,98,88,81,65,59,84,87
1944,Jennifer,Johnson,female,FALSE,1,11,Data Science,87,61,62,66,67,81,65
1945,Benjamin,Marks,male,FALSE,1,19,Software Engineer,96,96,80,93,82,65,70
1946,Christopher,Gonzales,male,FALSE,3,17,Stock Investor,80,98,99,90,64,86,93
1947,Melissa,Finley,female,FALSE,0,30,Data Science,80,77,96,64,93,62,86
1948,Tracy,Hendricks,male,FALSE,2,23,Software Engineer,91,79,70,94,77,83,81
1949,Steven,Ramsey,male,FALSE,6,0,Business Owner,91,96,78,70,50,50,69
1950,Pamela,Smith,female,FALSE,0,19,Banker,83,70,72,65,63,88,94
1951,Vicki,Jackson,female,FALSE,2,33,Lawyer,89,89,69,87,69,97,79
1952,Anne,Malone,female,TRUE,2,1,Game Developer,81,73,99,72,100,90,64
1953,Danielle,Johnson,female,FALSE,2,35,Writer,97,85,86,99,96,90,88
1954,Willie,Miller,male,FALSE,1,3,Real Estate Developer,93,91,61,68,83,82,63
1955,Andrea,Delgado,female,FALSE,2,2,Game Developer,99,86,83,80,69,96,88
1956,Melanie,Clark,female,FALSE,5,16,Software Engineer,95,97,68,79,63,88,63
1957,Jessica,Beasley,female,FALSE,3,38,Doctor,100,92,87,94,85,97,100
1958,Cindy,Bradley,female,FALSE,2,3,Artist,62,67,85,97,98,62,73
1959,Dennis,Richardson,male,TRUE,10,3,Game Developer,88,71,99,74,76,97,87
1960,Peggy,Hoover,female,TRUE,5,11,Teacher,75,100,100,82,63,84,82
1961,Peter,Rice,male,FALSE,1,1,Game Developer,87,91,97,82,79,69,62
